# cles-19.1 
# date: April 2020
# Models with Teff >= 2000.0K
# input physics: EOS = GF.AGSS09; OPAC = OPAL.AGSS09; ATMOS = BT-Settl(BC at tau=100).AGSS099
# aconv = 2.0; diff = 0
# nuclear reactionsin pp-chain: Ad2011 
# exceptions: NACRE2 >>  Li7 + H1 -> 2He4 
# metallicity: Fe/H_star = -0.40 ([Fe/H]_sun = 0.0181)
# X = 7.3669E-01   Y = 2.580E-01   Z = 5.3084E-03 
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 1.00E+06
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.060,1.00E+08,3.44286,-2.99086,0.736647,2365140.0,4.93321,0.138517
0.065,1.00E+08,3.45386,-2.92131,0.736647,2563870.0,4.94241,0.142654
0.070,1.00E+08,3.46291,-2.85978,0.736647,2751850.0,4.94927,0.146876
0.075,1.00E+08,3.47022,-2.80664,0.736647,2931380.0,4.95533,0.150974
0.080,1.00E+08,3.4767,-2.75745,0.736647,3102150.0,4.96008,0.155073
0.085,1.00E+08,3.48279,-2.71045,0.736647,3264850.0,4.96379,0.159164
0.090,1.00E+08,3.48838,-2.66583,0.736647,3419320.0,4.96635,0.163298
0.095,1.00E+08,3.49323,-2.62499,0.736647,3567300.0,4.96841,0.167375
0.100,1.00E+08,3.49753,-2.58673,0.736647,3708030.0,4.96962,0.171485
0.110,1.00E+08,3.50488,-2.51724,0.736647,3972560.0,4.97091,0.179587
0.120,1.00E+08,3.51086,-2.45588,0.736646,4217960.0,4.97128,0.187493
0.130,1.00E+08,3.51607,-2.39982,0.736646,4446150.0,4.97079,0.195258
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 1.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.055,1.50E+08,3.40695,-3.24729,0.736647,2173340.0,5.00821,0.121649
0.060,1.50E+08,3.42296,-3.16186,0.736647,2414490.0,5.02463,0.12468
0.065,1.50E+08,3.43701,-3.08382,0.736647,2646580.0,5.03755,0.127854
0.070,1.50E+08,3.44855,-3.01551,0.736647,2868740.0,5.04757,0.131158
0.075,1.50E+08,3.45842,-2.9543,0.736647,3081320.0,5.05579,0.134483
0.080,1.50E+08,3.46663,-2.8992,0.736647,3283170.0,5.06156,0.137975
0.085,1.50E+08,3.47356,-2.84935,0.736647,3475070.0,5.06577,0.141534
0.090,1.50E+08,3.47968,-2.803,0.736646,3657470.0,5.06872,0.145142
0.095,1.50E+08,3.48518,-2.75965,0.736646,3831390.0,5.07086,0.148753
0.100,1.50E+08,3.49018,-2.7185,0.736645,3996520.0,5.07199,0.15242
0.110,1.50E+08,3.4989,-2.64271,0.736643,4304210.0,5.07246,0.159773
0.120,1.50E+08,3.50617,-2.57457,0.736642,4585090.0,5.07118,0.167122
0.130,1.50E+08,3.51211,-2.5134,0.73664,4841930.0,5.06853,0.174478
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 2.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.055,2.00E+08,3.38843,-3.37798,0.736647,2150190.0,5.06483,0.113972
0.060,2.00E+08,3.40659,-3.28699,0.736647,2411430.0,5.08427,0.116405
0.065,2.00E+08,3.42145,-3.20889,0.736647,2666030.0,5.10035,0.118937
0.070,2.00E+08,3.43544,-3.13353,0.736647,2912600.0,5.11313,0.121624
0.075,2.00E+08,3.44673,-3.06836,0.736647,3149980.0,5.12311,0.124455
0.080,2.00E+08,3.45702,-3.0055,0.736647,3375960.0,5.12942,0.127606
0.085,2.00E+08,3.46578,-2.94808,0.736645,3590210.0,5.1334,0.130932
0.090,2.00E+08,3.4732,-2.89583,0.736644,3792810.0,5.13563,0.134382
0.095,2.00E+08,3.47942,-2.84845,0.736631,3984400.0,5.1366,0.13791
0.100,2.00E+08,3.48477,-2.80452,0.736641,4165030.0,5.13636,0.141531
0.110,2.00E+08,3.49422,-2.72267,0.736628,4497290.0,5.1337,0.148895
0.120,2.00E+08,3.50249,-2.64701,0.736633,4794970.0,5.12893,0.156372
0.130,2.00E+08,3.50933,-2.57847,0.736628,5061540.0,5.1225,0.163966
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 2.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.055,2.50E+08,3.36827,-3.49887,0.736647,2111710.0,5.10508,0.108812
0.060,2.50E+08,3.3924,-3.38742,0.736647,2385290.0,5.12796,0.110696
0.065,2.50E+08,3.4086,-3.30588,0.736647,2655890.0,5.14596,0.112852
0.070,2.50E+08,3.4227,-3.23254,0.736647,2920150.0,5.16119,0.115077
0.075,2.50E+08,3.43647,-3.15861,0.736647,3176690.0,5.17231,0.1176
0.080,2.50E+08,3.44794,-3.09073,0.736645,3421940.0,5.17836,0.120614
0.085,2.50E+08,3.45838,-3.02583,0.736643,3654140.0,5.18153,0.123874
0.090,2.50E+08,3.46738,-2.96589,0.736641,3872510.0,5.18242,0.127335
0.095,2.50E+08,3.47497,-2.91118,0.736565,4077010.0,5.18153,0.130958
0.100,2.50E+08,3.48106,-2.86203,0.736634,4267550.0,5.17905,0.134744
0.110,2.50E+08,3.49105,-2.77319,0.736511,4611750.0,5.17155,0.142546
0.120,2.50E+08,3.50005,-2.6901,0.736619,4913950.0,5.16224,0.150489
0.130,2.50E+08,3.50762,-2.61446,0.736611,5179690.0,5.15163,0.158558
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 3.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.055,3.00E+08,3.34894,-3.60586,0.736647,2069400.0,5.13474,0.105159
0.060,3.00E+08,3.37646,-3.48454,0.736647,2348670.0,5.16128,0.10653
0.065,3.00E+08,3.39773,-3.3851,0.736647,2630000.0,5.1817,0.108303
0.070,3.00E+08,3.41159,-3.31401,0.736647,2907690.0,5.19823,0.110273
0.075,3.00E+08,3.42648,-3.23665,0.736647,3179520.0,5.2104,0.112555
0.080,3.00E+08,3.44021,-3.15879,0.736644,3441350.0,5.21546,0.11557
0.085,3.00E+08,3.45177,-3.08779,0.73664,3688520.0,5.21706,0.118908
0.090,3.00E+08,3.46218,-3.02031,0.736636,3919500.0,5.21602,0.122502
0.095,3.00E+08,3.47117,-2.9577,0.736479,4133750.0,5.21288,0.126315
0.100,3.00E+08,3.47838,-2.90155,0.736626,4330870.0,5.20783,0.130352
0.110,3.00E+08,3.48907,-2.80446,0.736365,4679630.0,5.19491,0.138764
0.120,3.00E+08,3.49857,-2.71483,0.736603,4980030.0,5.18104,0.147266
0.130,3.00E+08,3.50666,-2.63348,0.736591,5241010.0,5.16682,0.15581
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 3.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.055,3.50E+08,3.32328,-3.73074,0.736647,2028710.0,5.15699,0.102499
0.060,3.50E+08,3.35955,-3.578,0.736647,2308620.0,5.18711,0.103408
0.065,3.50E+08,3.38483,-3.4654,0.736647,2595580.0,5.21038,0.104786
0.070,3.50E+08,3.40297,-3.37874,0.736647,2883220.0,5.22846,0.106501
0.075,3.50E+08,3.41627,-3.30784,0.736646,3168160.0,5.24074,0.108691
0.080,3.50E+08,3.43334,-3.21551,0.736641,3445150.0,5.24471,0.111744
0.085,3.50E+08,3.44624,-3.13694,0.736636,3705790.0,5.24408,0.115267
0.090,3.50E+08,3.45786,-3.06214,0.73663,3947290.0,5.24059,0.119085
0.095,3.50E+08,3.46801,-2.99241,0.736377,4168950.0,5.23492,0.12315
0.100,3.50E+08,3.47635,-2.92914,0.736615,4370500.0,5.22729,0.127464
0.110,3.50E+08,3.48787,-2.8236,0.736196,4719970.0,5.20922,0.136495
0.120,3.50E+08,3.49772,-2.72864,0.736584,5016230.0,5.19146,0.14551
0.130,3.50E+08,3.50615,-2.64322,0.736569,5272130.0,5.17453,0.154432
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 4.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.055,4.00E+08,3.31,-3.80102,0.736647,1991480.0,5.17416,0.100493
0.060,4.00E+08,3.34363,-3.66224,0.736647,2268580.0,5.20766,0.100991
0.065,4.00E+08,3.37091,-3.5442,0.736647,2557640.0,5.23354,0.102029
0.070,4.00E+08,3.39301,-3.44382,0.736647,2851400.0,5.25373,0.103447
0.075,4.00E+08,3.4089,-3.36255,0.736646,3148050.0,5.26598,0.105578
0.080,4.00E+08,3.42627,-3.26742,0.736607,3439670.0,5.26834,0.108745
0.085,4.00E+08,3.44171,-3.17611,0.736632,3713130.0,5.26511,0.112509
0.090,4.00E+08,3.45438,-3.09432,0.736623,3963810.0,5.25882,0.116612
0.095,4.00E+08,3.46551,-3.01796,0.736261,4191160.0,5.25047,0.120965
0.100,4.00E+08,3.47483,-2.94837,0.736604,4395650.0,5.24044,0.125549
0.110,4.00E+08,3.48714,-2.83525,0.736013,4744040.0,5.21794,0.135132
0.120,4.00E+08,3.49725,-2.73622,0.736564,5035940.0,5.19716,0.144559
0.130,4.00E+08,3.5059,-2.64811,0.736545,5287730.0,5.1784,0.153747
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 4.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.060,4.50E+08,3.32276,-3.76191,0.736647,2231360.0,5.22387,0.0991226
0.065,4.50E+08,3.35701,-3.61873,0.736647,2519210.0,5.25246,0.0998299
0.070,4.50E+08,3.38155,-3.51078,0.736647,2815950.0,5.27483,0.100965
0.075,4.50E+08,3.40203,-3.41187,0.736645,3121900.0,5.28781,0.102958
0.080,4.50E+08,3.41907,-3.3155,0.736555,3428850.0,5.28762,0.106357
0.085,4.50E+08,3.43789,-3.20807,0.736627,3714740.0,5.2818,0.110369
0.090,4.50E+08,3.45162,-3.11902,0.736616,3973700.0,5.2725,0.11479
0.095,4.50E+08,3.46363,-3.03649,0.736136,4205480.0,5.2615,0.119439
0.100,4.50E+08,3.47372,-2.96165,0.736591,4411820.0,5.2493,0.124274
0.110,4.50E+08,3.48669,-2.84231,0.73582,4758480.0,5.22323,0.134311
0.120,4.50E+08,3.49699,-2.74034,0.736544,5046650.0,5.20025,0.144045
0.130,4.50E+08,3.50577,-2.65054,0.736522,5295530.0,5.18031,0.153408
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 5.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.060,5.00E+08,3.31152,-3.82016,0.736647,2196940.0,5.23714,0.0976201
0.065,5.00E+08,3.34351,-3.68848,0.736647,2481750.0,5.2682,0.0980368
0.070,5.00E+08,3.36973,-3.57577,0.736647,2779360.0,5.29254,0.098926
0.075,5.00E+08,3.39375,-3.4641,0.736645,3091670.0,5.30692,0.100717
0.080,5.00E+08,3.41362,-3.35343,0.7365,3415010.0,5.30377,0.104399
0.085,5.00E+08,3.43455,-3.23485,0.736622,3713090.0,5.29524,0.108674
0.090,5.00E+08,3.44946,-3.13803,0.736608,3979670.0,5.28287,0.113428
0.095,5.00E+08,3.46226,-3.04981,0.736003,4214930.0,5.26934,0.118365
0.100,5.00E+08,3.47294,-2.97075,0.736578,4422350.0,5.25527,0.123424
0.110,5.00E+08,3.48642,-2.84657,0.735621,4767150.0,5.22643,0.133819
0.120,5.00E+08,3.49685,-2.74258,0.736523,5052490.0,5.20193,0.143767
0.130,5.00E+08,3.5057,-2.65174,0.736497,5299450.0,5.18126,0.153242
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 5.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.060,5.50E+08,3.30144,-3.87202,0.736647,2163850.0,5.24871,0.0963285
0.065,5.50E+08,3.32648,-3.7696,0.736647,2446760.0,5.28121,0.0965793
0.070,5.50E+08,3.35798,-3.63776,0.736647,2743150.0,5.30756,0.0972307
0.075,5.50E+08,3.38428,-3.51872,0.736645,3059040.0,5.32368,0.0987921
0.080,5.50E+08,3.40935,-3.38447,0.736595,3399250.0,5.31774,0.102732
0.085,5.50E+08,3.43155,-3.25781,0.736616,3709690.0,5.30619,0.107312
0.090,5.50E+08,3.44777,-3.15268,0.736599,3983290.0,5.29077,0.112401
0.095,5.50E+08,3.46127,-3.0594,0.735865,4221280.0,5.27495,0.117604
0.100,5.50E+08,3.47239,-2.97695,0.736565,4429280.0,5.25928,0.122856
0.110,5.50E+08,3.48626,-2.84916,0.735419,4772420.0,5.22836,0.133521
0.120,5.50E+08,3.49678,-2.74378,0.736502,5055700.0,5.20284,0.143617
0.130,5.50E+08,3.50567,-2.65233,0.736473,5301440.0,5.18172,0.15316
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 6.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.065,6.00E+08,3.31536,-3.82501,0.736647,2414490.0,5.29211,0.0953752
0.070,6.00E+08,3.34661,-3.69615,0.736647,2708040.0,5.32044,0.0958
0.075,6.00E+08,3.37449,-3.57271,0.736644,3025140.0,5.33848,0.0971238
0.080,6.00E+08,3.40538,-3.41273,0.736535,3382240.0,5.33009,0.101282
0.085,6.00E+08,3.42871,-3.27812,0.736611,3705470.0,5.31515,0.106211
0.090,6.00E+08,3.44645,-3.16406,0.736591,3985510.0,5.29686,0.111616
0.095,6.00E+08,3.46054,-3.06631,0.735723,4225630.0,5.27895,0.117064
0.100,6.00E+08,3.47202,-2.98113,0.736551,4433860.0,5.26196,0.122476
0.110,6.00E+08,3.48617,-2.85068,0.735215,4775570.0,5.22951,0.133345
0.120,6.00E+08,3.49674,-2.74441,0.736481,5057420.0,5.20331,0.143539
0.130,6.00E+08,3.50566,-2.65261,0.736449,5302490.0,5.18195,0.153119
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 6.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.065,6.50E+08,3.30686,-3.86864,0.736647,2383580.0,5.30176,0.0943219
0.070,6.50E+08,3.33354,-3.75947,0.736647,2674700.0,5.33149,0.094588
0.075,6.50E+08,3.36448,-3.62582,0.736644,2990870.0,5.35156,0.0956722
0.080,6.50E+08,3.40129,-3.4401,0.736472,3364420.0,5.34112,0.100004
0.085,6.50E+08,3.426,-3.29633,0.736605,3700990.0,5.3225,0.105316
0.090,6.50E+08,3.44542,-3.17287,0.736582,3986890.0,5.30155,0.111014
0.095,6.50E+08,3.46001,-3.07129,0.735578,4228660.0,5.28182,0.116677
0.100,6.50E+08,3.47176,-2.98398,0.736537,4436950.0,5.26378,0.122221
0.110,6.50E+08,3.48611,-2.85161,0.735009,4777520.0,5.2302,0.133239
0.120,6.50E+08,3.49672,-2.74474,0.736459,5058400.0,5.20356,0.143498
0.130,6.50E+08,3.50565,-2.65275,0.736425,5303070.0,5.18206,0.1531
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 7.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.070,7.00E+08,3.32138,-3.81754,0.736647,2643810.0,5.34093,0.0935662
0.075,7.00E+08,3.35462,-3.67673,0.736644,2957310.0,5.36303,0.0944165
0.080,7.00E+08,3.3968,-3.46799,0.736586,3346160.0,5.35105,0.0988679
0.085,7.00E+08,3.42356,-3.31211,0.736599,3696620.0,5.32854,0.104586
0.090,7.00E+08,3.44462,-3.17967,0.736573,3987750.0,5.30517,0.110553
0.095,7.00E+08,3.45963,-3.07486,0.735431,4230780.0,5.28387,0.116402
0.100,7.00E+08,3.47159,-2.98588,0.736522,4439030.0,5.26499,0.12205
0.110,7.00E+08,3.48608,-2.85216,0.734803,4778730.0,5.23062,0.133175
0.120,7.00E+08,3.49671,-2.74491,0.736438,5058980.0,5.20369,0.143476
0.130,7.00E+08,3.50565,-2.65281,0.7364,5303410.0,5.18211,0.153091
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 7.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.070,7.50E+08,3.31313,-3.8589,0.736647,2614520.0,5.34927,0.0926715
0.075,7.50E+08,3.34481,-3.72609,0.736644,2924920.0,5.37314,0.0933248
0.080,7.50E+08,3.39201,-3.4961,0.736521,3327790.0,5.36,0.0978537
0.085,7.50E+08,3.4215,-3.32535,0.736593,3692530.0,5.33352,0.103988
0.090,7.50E+08,3.444,-3.18499,0.736563,3988310.0,5.30799,0.110194
0.095,7.50E+08,3.45935,-3.07745,0.735283,4232310.0,5.28535,0.116204
0.100,7.50E+08,3.47147,-2.98713,0.736508,4440410.0,5.26578,0.121939
0.110,7.50E+08,3.48606,-2.85249,0.734597,4779500.0,5.23087,0.133136
0.120,7.50E+08,3.4967,-2.745,0.736417,5059340.0,5.20376,0.143464
0.130,7.50E+08,3.50565,-2.65283,0.736376,5303640.0,5.18213,0.153087
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 8.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.070,8.00E+08,3.30582,-3.89571,0.736647,2586330.0,5.35684,0.0918679
0.075,8.00E+08,3.33399,-3.77825,0.736644,2894090.0,5.38203,0.0923743
0.080,8.00E+08,3.38718,-3.52357,0.736454,3309460.0,5.36814,0.0969411
0.085,8.00E+08,3.4198,-3.33628,0.736586,3688780.0,5.33767,0.103492
0.090,8.00E+08,3.44351,-3.18916,0.736554,3988680.0,5.31019,0.109916
0.095,8.00E+08,3.45915,-3.07931,0.735134,4233420.0,5.28642,0.116061
0.100,8.00E+08,3.4714,-2.98796,0.736493,4441360.0,5.26631,0.121865
0.110,8.00E+08,3.48604,-2.85269,0.73439,4780010.0,5.23102,0.133114
0.120,8.00E+08,3.4967,-2.74504,0.736395,5059580.0,5.2038,0.143458
0.130,8.00E+08,3.50565,-2.65283,0.736351,5303810.0,5.18214,0.153086
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 8.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.075,8.50E+08,3.32363,-3.82748,0.736644,2865160.0,5.38983,0.0915482
0.080,8.50E+08,3.38239,-3.55019,0.736569,3291220.0,5.37561,0.096111
0.085,8.50E+08,3.41842,-3.34527,0.73658,3685390.0,5.34115,0.103079
0.090,8.50E+08,3.44312,-3.19242,0.736544,3988930.0,5.31191,0.109698
0.095,8.50E+08,3.45901,-3.08066,0.734984,4234230.0,5.28719,0.115958
0.100,8.50E+08,3.47135,-2.98852,0.736479,4442030.0,5.26667,0.121815
0.110,8.50E+08,3.48604,-2.8528,0.734183,4780350.0,5.2311,0.1331
0.120,8.50E+08,3.4967,-2.74506,0.736374,5059760.0,5.20381,0.143456
0.130,8.50E+08,3.50565,-2.65283,0.736327,5303950.0,5.18214,0.153086
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 9.00E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.080,9.00E+08,3.37764,-3.5761,0.736501,3273070.0,5.38253,0.0953487
0.085,9.00E+08,3.41729,-3.35278,0.736574,3682330.0,5.34411,0.102728
0.090,9.00E+08,3.44282,-3.19498,0.736535,3989110.0,5.31326,0.109528
0.095,9.00E+08,3.45891,-3.08157,0.734833,4234800.0,5.28771,0.115888
0.100,9.00E+08,3.47131,-2.98889,0.736464,4442500.0,5.26691,0.121781
0.110,9.00E+08,3.48603,-2.85286,0.733976,4780590.0,5.23115,0.133092
0.120,9.00E+08,3.4967,-2.74506,0.736353,5059900.0,5.20382,0.143455
0.130,9.00E+08,3.50565,-2.65282,0.736303,5304080.0,5.18214,0.153086
0.075,9.00E+08,3.31594,-3.86524,0.736644,2837690.0,5.39683,0.0908133
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 9.50E+08
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.080,9.50E+08,3.3729,-3.60155,0.736613,3254970.0,5.389,0.0946411
0.085,9.50E+08,3.41636,-3.35902,0.736567,3679610.0,5.34662,0.102432
0.090,9.50E+08,3.44258,-3.19699,0.736525,3989250.0,5.31432,0.109395
0.095,9.50E+08,3.45884,-3.08223,0.734682,4235240.0,5.28809,0.115838
0.100,9.50E+08,3.47129,-2.98914,0.73645,4442850.0,5.26707,0.121759
0.110,9.50E+08,3.48603,-2.8529,0.733769,4780770.0,5.23118,0.133088
0.120,9.50E+08,3.4967,-2.74506,0.736331,5060030.0,5.20382,0.143455
0.130,9.50E+08,3.50566,-2.65281,0.736278,5304190.0,5.18213,0.153087
0.075,9.50E+08,3.30935,-3.89801,0.736644,2811240.0,5.40324,0.0901457
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 1.00E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.080,1.00E+09,3.36813,-3.62673,0.736544,3236860.0,5.3951,0.0939781
0.085,1.00E+09,3.41558,-3.36429,0.736561,3677180.0,5.34878,0.102177
0.090,1.00E+09,3.44239,-3.19856,0.736515,3989350.0,5.31514,0.109291
0.095,1.00E+09,3.45879,-3.0827,0.734531,4235570.0,5.28836,0.115802
0.100,1.00E+09,3.47128,-2.9893,0.736435,4443110.0,5.26717,0.121744
0.110,1.00E+09,3.48603,-2.85291,0.733563,4780910.0,5.2312,0.133086
0.120,1.00E+09,3.49671,-2.74505,0.73631,5060140.0,5.20382,0.143455
0.130,1.00E+09,3.50566,-2.6528,0.736254,5304310.0,5.18213,0.153088
0.075,1.00E+09,3.30302,-3.92924,0.736644,2785710.0,5.40915,0.0895343
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 1.50E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.080,1.50E+09,3.31275,-3.89958,0.736601,3041400.0,5.44645,0.0885842
0.085,1.50E+09,3.41194,-3.38955,0.735599,3663960.0,5.35949,0.100925
0.090,1.50E+09,3.44179,-3.2037,0.736417,3990090.0,5.31786,0.10895
0.095,1.50E+09,3.45869,-3.08375,0.73635,4236970.0,5.28899,0.115718
0.100,1.50E+09,3.47127,-2.98951,0.736289,4444310.0,5.26734,0.121721
0.110,1.50E+09,3.48605,-2.85283,0.736188,4781900.0,5.23117,0.133091
0.120,1.50E+09,3.49672,-2.74492,0.736097,5061170.0,5.20376,0.143465
0.130,1.50E+09,3.50567,-2.65266,0.73601,5305500.0,5.18206,0.1531
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 2.00E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.080,2.00E+09,3.3027,-3.93278,0.733504,3102270.0,5.43942,0.089304
0.085,2.00E+09,3.41097,-3.39638,0.734543,3660250.0,5.36245,0.100582
0.090,2.00E+09,3.44176,-3.20404,0.736318,3990750.0,5.31807,0.108923
0.095,2.00E+09,3.45871,-3.08364,0.736227,4237730.0,5.28897,0.115721
0.100,2.00E+09,3.47129,-2.98936,0.736144,4445120.0,5.26729,0.121728
0.110,2.00E+09,3.48606,-2.8527,0.736007,4782800.0,5.2311,0.1331
0.120,2.00E+09,3.49674,-2.74479,0.735883,5062180.0,5.2037,0.143475
0.130,2.00E+09,3.50569,-2.65252,0.735766,5306600.0,5.18199,0.153112
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 2.50E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.080,2.50E+09,3.30527,-3.91033,0.731333,3172480.0,5.42726,0.090563
0.085,2.50E+09,3.41072,-3.39815,0.733485,3659600.0,5.36323,0.100492
0.090,2.50E+09,3.44178,-3.20392,0.736219,3991420.0,5.31804,0.108927
0.095,2.50E+09,3.45874,-3.08347,0.736103,4238470.0,5.28891,0.115728
0.100,2.50E+09,3.47132,-2.98921,0.735997,4445930.0,5.26723,0.121736
0.110,2.50E+09,3.48608,-2.85257,0.735825,4783690.0,5.23104,0.13311
0.120,2.50E+09,3.49676,-2.74465,0.735669,5063190.0,5.20363,0.143485
0.130,2.50E+09,3.50571,-2.65238,0.735523,5307700.0,5.18192,0.153125
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 3.00E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.085,3.00E+09,3.41069,-3.39845,0.732427,3659860.0,5.36338,0.100474
0.090,3.00E+09,3.4418,-3.20377,0.735781,3992080.0,5.31798,0.108934
0.095,3.00E+09,3.45877,-3.08331,0.735979,4239200.0,5.28886,0.115736
0.100,3.00E+09,3.47134,-2.98905,0.735851,4446730.0,5.26717,0.121745
0.110,3.00E+09,3.48609,-2.85244,0.735643,4784590.0,5.23097,0.13312
0.120,3.00E+09,3.49678,-2.74451,0.735456,5064190.0,5.20357,0.143496
0.130,3.00E+09,3.50573,-2.65221,0.735279,5308680.0,5.18182,0.153142
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 3.50E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.085,3.50E+09,3.4107,-3.3984,0.731372,3660350.0,5.36338,0.100474
0.090,3.50E+09,3.44183,-3.2036,0.734474,3992740.0,5.31793,0.108941
0.095,3.50E+09,3.45879,-3.08314,0.735856,4239940.0,5.2888,0.115743
0.100,3.50E+09,3.47136,-2.9889,0.735705,4447540.0,5.26711,0.121753
0.110,3.50E+09,3.48611,-2.85226,0.735461,4785390.0,5.23087,0.133136
0.120,3.50E+09,3.4968,-2.74437,0.735242,5065190.0,5.2035,0.143507
0.130,3.50E+09,3.50575,-2.65206,0.735035,5309740.0,5.18174,0.153156
# -------------------------------------------------------------------------------------------------------------- 
# Age (yr) = 4.00E+09
# -------------------------------------------------------------------------------------------------------------- 
# Mass,Age,log(Teff),log(L/Lsun),Xc,Tc,logg,R/Rsun
0.085,4.00E+09,3.41073,-3.39825,0.730319,3660900.0,5.36334,0.100478
0.090,4.00E+09,3.4419,-3.20308,0.733171,3993400.0,5.31768,0.108972
0.095,4.00E+09,3.45882,-3.08298,0.735732,4240680.0,5.28874,0.115751
0.100,4.00E+09,3.47139,-2.98874,0.735559,4448340.0,5.26705,0.121761
0.110,4.00E+09,3.48613,-2.85208,0.735279,4786190.0,5.23077,0.133151
0.120,4.00E+09,3.49682,-2.74423,0.735028,5066190.0,5.20344,0.143518
0.130,4.00E+09,3.50576,-2.65191,0.734791,5310810.0,5.18166,0.15317
# -------------------------------------------------------------------------------------------------------------- 
